cod_dep,depto,codigo,codigo_canonico,municipio,region_id,region_nombre,estado_dominio,proporcion_region_id,regla_id,tipo_decision,criterio_operativo,decision_manual_codificada,origen_decision,estado_evidencia,revision_ecologica,fuente_universo,fuente_intervalo,version_metodo
1,Guatemala,110,0110,San Juan Sacatepéquez,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,111,0111,San Raymundo,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,112,0112,Chuarrancho,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
1,Guatemala,113,0113,Fraijanes,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,114,0114,Amatitlán,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,115,0115,Villa Nueva,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,116,0116,Villa Canales,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
1,Guatemala,117,0117,Petapa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
2,El Progreso,201,0201,Guastatoya,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,202,0202,Morazán,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,203,0203,San Agustín Acasaguastlán,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,204,0204,San Cristóbal Acasaguastlán,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,205,0205,El Jícaro,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,206,0206,Sansare,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,207,0207,Sanarate,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
2,El Progreso,208,0208,San Antonio La Paz,REG-SEC-MOT,Corredor seco y valle del Motagua,elegible_recuperacion_20_anios,REG-SEC-MOT,R-SEC-MOT-01,lista_explicita,"Valles secos interiores, Motagua y Salamá-Chixoy",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
3,Sacatepéquez,301,0301,Antigua Guatemala,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,302,0302,Jocotenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,303,0303,Pastores,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,304,0304,Sumpango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,305,0305,Santo Domingo Xenacoj,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,306,0306,Santiago Sacatepéquez,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,307,0307,San Bartolomé Milpas Altas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,308,0308,San Lucas Sacatepéquez,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,309,0309,Santa Lucía Milpas Altas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,310,0310,Magdalena Milpas Altas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,311,0311,Santa María de Jesús,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,312,0312,Ciudad Vieja,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,313,0313,San Miguel Dueñas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,314,0314,Alotenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,315,0315,San Antonio Aguas Calientes,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
3,Sacatepéquez,316,0316,Santa Catarina Barahona,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,401,0401,Chimaltenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,402,0402,San José Poaquil,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,403,0403,San Martín Jilotepeque,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,404,0404,Comalapa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,405,0405,Santa Apolonia,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,406,0406,Tecpán Guatemala,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,407,0407,Patzún,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,408,0408,Pochuta,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
4,Chimaltenango,409,0409,Patzicía,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,410,0410,Santa Cruz Balanyá,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,411,0411,Acatenango,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,412,0412,Yepocapa,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
4,Chimaltenango,413,0413,San Andrés Itzapa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,414,0414,Parramos,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,415,0415,Zaragoza,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
4,Chimaltenango,416,0416,El Tejar,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
5,Escuintla,501,0501,Escuintla,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,502,0502,Santa Lucia Cotzulmalguapa,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,503,0503,La Democracia,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,504,0504,Siquinalá,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,505,0505,Masagua,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,506,0506,Tiquisate,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,507,0507,La Gomera,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,508,0508,Guanagazapa,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,509,0509,San José,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,510,0510,Iztapa,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,511,0511,Palín,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
5,Escuintla,512,0512,San Vicente Pacaya,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
5,Escuintla,513,0513,Nueva Concepción,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
5,Escuintla,514,0514,Sipacate,REG-TB-HUM,"Tierras bajas húmedas del Caribe, Izabal y Pacífico",elegible_recuperacion_20_anios,REG-TB-HUM,R-TB-HUM-01,lista_explicita,"Caribe, costa y bocacosta húmeda del Pacífico y Costa Cuca",si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,POORTER_ET_AL_2016,1.0.0
6,Santa Rosa,601,0601,Cuilapa,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,602,0602,Barberena,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,603,0603,Santa Rosa de Lima,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
6,Santa Rosa,604,0604,Casillas,REG-ALT-MON,Altiplano y bosques montanos,fuera_dominio_altiplano_montano,,R-RESIDUAL-01,regla_residual,Código municipal no incluido en ninguna de las cinco listas de correspondencia,si,procedimiento_reconstruido,correspondencia_territorial_experta_codificada,pendiente,INAB_DINAMICA_2016_2020,,1.0.0
